,hotel_id_in_our_database,hotel_name,hotel_location,hotel_star,hotel_location_rating,hotel_nearby_place_distance,hotel_popular_place_distance,hotel_user_Ratings,hotel_user_Ratings_text,hotel_room_type,hotel_room_Benefits,feature_data,Features,adult_capacity,children_capacity,Room Capacity,Balcony/terrace,Kitchenette,Free Wi-Fi,Executive lounge access,Hair dryer,Open air bath privileges,Towels,TV [in bathroom],Mirror,Additional bathroom,Whirlpool bathtub,Additional toilet,Bathroom phone,Scale,Cleaning products,Toiletries,Bathrobes,Free Wi-Fi in all rooms!,Internet access – LAN,In-room tablet,Wi-Fi [charges apply],Video game console,LAN Internet in room [free],On-demand movies,iPod docking station,TV,Telephone,Satellite/cable channels,LAN Internet in room [charges apply],Wi-Fi [free],Internet access – wireless,TV [flat screen],DVD/CD player,Umbrella,Daily newspaper,Electric blanket,Heating,Private entrance,Air conditioning,Air purifier,Humidifier,Linens,Wake-up service,Mosquito net,Fan,Alarm clock,Slippers,Blackout curtains,Soundproofing,Free instant coffee,Free welcome drink,Coffee/tea maker,Kitchenware,Full kitchen,Microwave,Dishwasher,Free bottled water,Refrigerator,Complimentary tea,Mini bar,kitchen,High chair,High floor,Interconnecting room(s) available,Seating area,Sofa,Laptop workspace,Separate living room,Fireplace,Carpeting,Wooden/parqueted flooring,Extra long bed,Separate dining area,Desk,Clothes dryer,Ironing facilities,Trouser press,Shoeshine kit,Sewing kit,Dressing room,Washing machine,Closet,Clothes rack,Locker,Carbon monoxide detector,Pets allowed in room,Smoke detector,In-room safe box,Laptop safe box,Fire extinguisher,First aid kit,hotel_price,benefit_free_wifi,benefit_free_breakfast,benefit_cancel_policy,benefit_free_cancellation,benefit_pay_nothing,benefit_low_price,benefit_pay_at_hotel,benefit_book_without_card,benefit_airport,benefit_express,view_City view,view_Country view,view_Courtyard view,view_Garden view,view_Lake view,view_Nature view,view_No Windows view,view_Park view,view_Pool view,view_River view,view_Street view,view_unknown,district_Bang Kapi,district_Bang Na,district_Bangkok Riverside,district_Chatuchak,district_China Town,district_Don Mueang International Airport,district_Khaosan,district_Pratunam,district_Ratchadaphisek,district_Sathorn,district_Siam,district_Silom,district_South Thonburi,district_Sukhumvit,district_Suvarnabhumi Airport,district_Thonburi,district_Wireless
2745,10000094,12th Avenue Hotel Bangkok,"22 Sukhumvit Soi 12, Klongtoey, Sukhumvit, Bangkok, Thailand, 10110",4.5,7.9,Tailor On Ten && 230 m ; Black Swan && 320 m ; Muangboran (Ancient City) && 330 m ; MOONRIVER by VJ && 330 m ; Tanika Tailor && 330 m ; Living Room && 330 m ; Bangkok Bazaar && 340 m ; Inter Milan Tailor & Boutique && 340 m ; Times Sqare && 350 m ; Asok BTS Station && 350 m,Terminal 21 Shopping Mall && 400 m ; Central World && 2.39 km ; Jim Thompson && 3.6 km ; Yaowarat Road && 5.28 km ; Wat Saket && 5.96 km ; Asiatique - The Riverfront && 6.83 km ; Khao San Road && 7.03 km ; Wat Pho Temple && 7.19 km ; Wat Phra Kaew && 7.35 km ; Grand Palace && 7.41 km,8.3,Excellent,Superior Room,"Pay nothing until March 15, 2019 ;Free Wi-Fi ;Free cancellation before March 17, 2019 ;","{'Guest ratings': '&&&&', 'Features': 'Room size: 32 m²/344 ft²&&City view&&Shower&&Free Wi-Fi&&', 'Bed types': '1 double bed||2 single beds||', 'Bathroom and toiletries': 'Bathrobes&&Hair dryer&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'DVD/CD player&&Free Wi-Fi in all rooms!&&On-demand movies&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Alarm clock&&Slippers&&Wake-up service&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Free bottled water&&Free instant coffee&&Microwave&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Seating area&&Sofa&&Wooden/parqueted flooring&&', 'Clothing and laundry': 'Closet&&Clothes rack&&Ironing facilities&&', 'Safety and security features': 'In-room safe box&&Smoke detector&&'}",Room size: 32 m²/344 ft²&&City view&&Shower&&Free Wi-Fi&&,2.0,0.0,32.0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1863,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2748,10000094,12th Avenue Hotel Bangkok,"22 Sukhumvit Soi 12, Klongtoey, Sukhumvit, Bangkok, Thailand, 10110",4.5,7.9,Tailor On Ten && 230 m ; Black Swan && 320 m ; Muangboran (Ancient City) && 330 m ; MOONRIVER by VJ && 330 m ; Tanika Tailor && 330 m ; Living Room && 330 m ; Bangkok Bazaar && 340 m ; Inter Milan Tailor & Boutique && 340 m ; Times Sqare && 350 m ; Asok BTS Station && 350 m,Terminal 21 Shopping Mall && 400 m ; Central World && 2.39 km ; Jim Thompson && 3.6 km ; Yaowarat Road && 5.28 km ; Wat Saket && 5.96 km ; Asiatique - The Riverfront && 6.83 km ; Khao San Road && 7.03 km ; Wat Pho Temple && 7.19 km ; Wat Phra Kaew && 7.35 km ; Grand Palace && 7.41 km,8.3,Excellent,Deluxe Room,"Free breakfast for 2 ;Pay nothing until March 13, 2019 ;Free Wi-Fi ;Free cancellation before March 15, 2019 ;","{'Guest ratings': '&&&&', 'Features': '1 double bed&&Room size: 36 m²/388 ft²&&City view&&Non-smoking&&Separate shower/bathtub&&Free Wi-Fi&&', 'Bed types': '1 double bed&&', 'Bathroom and toiletries': 'Bathrobes&&Hair dryer&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'DVD/CD player&&Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Alarm clock&&Slippers&&Wake-up service&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Free bottled water&&Free instant coffee&&Microwave&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Interconnecting room(s) available&&Seating area&&Sofa&&Wooden/parqueted flooring&&', 'Clothing and laundry': 'Closet&&Clothes rack&&Ironing facilities&&', 'Safety and security features': 'In-room safe box&&Smoke detector&&'}",1 double bed&&Room size: 36 m²/388 ft²&&City view&&Non-smoking&&Separate shower/bathtub&&Free Wi-Fi&&,2.0,0.0,36.0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2204,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2750,10000094,12th Avenue Hotel Bangkok,"22 Sukhumvit Soi 12, Klongtoey, Sukhumvit, Bangkok, Thailand, 10110",4.5,7.9,Tailor On Ten && 230 m ; Black Swan && 320 m ; Muangboran (Ancient City) && 330 m ; MOONRIVER by VJ && 330 m ; Tanika Tailor && 330 m ; Living Room && 330 m ; Bangkok Bazaar && 340 m ; Inter Milan Tailor & Boutique && 340 m ; Times Sqare && 350 m ; Asok BTS Station && 350 m,Terminal 21 Shopping Mall && 400 m ; Central World && 2.39 km ; Jim Thompson && 3.6 km ; Yaowarat Road && 5.28 km ; Wat Saket && 5.96 km ; Asiatique - The Riverfront && 6.83 km ; Khao San Road && 7.03 km ; Wat Pho Temple && 7.19 km ; Wat Phra Kaew && 7.35 km ; Grand Palace && 7.41 km,8.3,Excellent,Junior Suite,"Free breakfast for 2 ;Pay nothing until March 13, 2019 ;Free Wi-Fi ;Free cancellation before March 15, 2019 ;","{'Guest ratings': '&&&&', 'Features': '1 double bed&&Room size: 45 m²/484 ft²&&City view&&Shower and bathtub&&Kitchenette&&Free Wi-Fi&&', 'Bed types': '1 double bed&&', 'Bathroom and toiletries': 'Bathrobes&&Hair dryer&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'DVD/CD player&&Free Wi-Fi in all rooms!&&On-demand movies&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Alarm clock&&Slippers&&Wake-up service&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Free bottled water&&Kitchenware&&Microwave&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Carpeting&&Desk&&Interconnecting room(s) available&&Seating area&&Separate dining area&&Sofa&&', 'Clothing and laundry': 'Closet&&Clothes rack&&Ironing facilities&&', 'Safety and security features': 'In-room safe box&&Smoke detector&&'}",1 double bed&&Room size: 45 m²/484 ft²&&City view&&Shower and bathtub&&Kitchenette&&Free Wi-Fi&&,2.0,0.0,45.0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2341,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2753,10000094,12th Avenue Hotel Bangkok,"22 Sukhumvit Soi 12, Klongtoey, Sukhumvit, Bangkok, Thailand, 10110",4.5,7.9,Tailor On Ten && 230 m ; Black Swan && 320 m ; Muangboran (Ancient City) && 330 m ; MOONRIVER by VJ && 330 m ; Tanika Tailor && 330 m ; Living Room && 330 m ; Bangkok Bazaar && 340 m ; Inter Milan Tailor & Boutique && 340 m ; Times Sqare && 350 m ; Asok BTS Station && 350 m,Terminal 21 Shopping Mall && 400 m ; Central World && 2.39 km ; Jim Thompson && 3.6 km ; Yaowarat Road && 5.28 km ; Wat Saket && 5.96 km ; Asiatique - The Riverfront && 6.83 km ; Khao San Road && 7.03 km ; Wat Pho Temple && 7.19 km ; Wat Phra Kaew && 7.35 km ; Grand Palace && 7.41 km,8.3,Excellent,Junior Suite,"Free breakfast for 2 ;Pay at the hotel ;Free Wi-Fi ;Free cancellation before March 17, 2019 ;","{'Guest ratings': '&&&&', 'Features': '1 double bed&&Room size: 45 m²/484 ft²&&City view&&Shower and bathtub&&Kitchenette&&Free Wi-Fi&&', 'Bed types': '1 double bed&&', 'Bathroom and toiletries': 'Bathrobes&&Hair dryer&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'DVD/CD player&&Free Wi-Fi in all rooms!&&On-demand movies&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Alarm clock&&Slippers&&Wake-up service&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Free bottled water&&Kitchenware&&Microwave&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Carpeting&&Desk&&Interconnecting room(s) available&&Seating area&&Separate dining area&&Sofa&&', 'Clothing and laundry': 'Closet&&Clothes rack&&Ironing facilities&&', 'Safety and security features': 'In-room safe box&&Smoke detector&&'}",1 double bed&&Room size: 45 m²/484 ft²&&City view&&Shower and bathtub&&Kitchenette&&Free Wi-Fi&&,2.0,0.0,45.0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2973,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2755,10000094,12th Avenue Hotel Bangkok,"22 Sukhumvit Soi 12, Klongtoey, Sukhumvit, Bangkok, Thailand, 10110",4.5,7.9,Tailor On Ten && 230 m ; Black Swan && 320 m ; Muangboran (Ancient City) && 330 m ; MOONRIVER by VJ && 330 m ; Tanika Tailor && 330 m ; Living Room && 330 m ; Bangkok Bazaar && 340 m ; Inter Milan Tailor & Boutique && 340 m ; Times Sqare && 350 m ; Asok BTS Station && 350 m,Terminal 21 Shopping Mall && 400 m ; Central World && 2.39 km ; Jim Thompson && 3.6 km ; Yaowarat Road && 5.28 km ; Wat Saket && 5.96 km ; Asiatique - The Riverfront && 6.83 km ; Khao San Road && 7.03 km ; Wat Pho Temple && 7.19 km ; Wat Phra Kaew && 7.35 km ; Grand Palace && 7.41 km,8.3,Excellent,Executive Suite,"Free breakfast for 3 ;Pay at the hotel ;Free Wi-Fi ;Free cancellation before March 17, 2019 ;","{'Guest ratings': '&&&&', 'Features': '1 double bed&&Room size: 55 m²/592 ft²&&City view&&Separate shower/bathtub&&Kitchenette&&Free Wi-Fi&&', 'Bed types': '1 double bed&&', 'Bathroom and toiletries': 'Bathrobes&&Hair dryer&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'DVD/CD player&&Free Wi-Fi in all rooms!&&On-demand movies&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Alarm clock&&Slippers&&Wake-up service&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Free bottled water&&Kitchenware&&Microwave&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Carpeting&&Desk&&Interconnecting room(s) available&&Seating area&&Separate dining area&&Separate living room&&Sofa&&', 'Clothing and laundry': 'Closet&&Clothes rack&&Ironing facilities&&', 'Safety and security features': 'In-room safe box&&Smoke detector&&'}",1 double bed&&Room size: 55 m²/592 ft²&&City view&&Separate shower/bathtub&&Kitchenette&&Free Wi-Fi&&,3.0,0.0,55.0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,3143,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2756,10000097,Eastin Thana City Golf Resort Bangkok,"104 Moo 4, Bangna-Trad Hightway Km 14, Banghalong - Bangplee, Suvarnabhumi Airport, Bangkok, Thailand, 10540",4.0,7.0,Tesco Lotus Bangplee && 2.64 km ; Bang-cha-Loang-Nai Temple && 3.16 km ; The American School of Bangkok Bangna Campus && 3.16 km ; Green Valley Country Club && 3.45 km ; Bang Na Hospital && 3.97 km ; Hua Cheaw University && 4.07 km ; Wat Bang Pli Yai Nai && 4.66 km ; Wat Rat Nimit Sattha Tham && 4.87 km ; Lake Wood Golf club && 5.29 km ; Ramkhamhaeng University Bangna Campus && 5.46 km,Jim Thompson && 25.14 km ; Wat Saket && 27.45 km ; Khao San Road && 28.53 km ; Grand Palace && 28.75 km,8.0,Excellent,Superior Room,Free breakfast for 2 ;Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'Features': '1 double bed&&Room size: 32 m²/344 ft²&&Garden view&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '1 double bed&&', 'Bathroom and toiletries': 'Bathrobes&&Hair dryer&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&On-demand movies&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Alarm clock&&Blackout curtains&&Linens&&Private entrance&&Slippers&&Umbrella&&Wake-up service&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Complimentary tea&&Free bottled water&&Free instant coffee&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&High floor&&Interconnecting room(s) available&&Laptop workspace&&', 'Clothing and laundry': 'Closet&&Clothes rack&&Sewing kit&&', 'Safety and security features': 'In-room safe box&&Laptop safe box&&Smoke detector&&'}",1 double bed&&Room size: 32 m²/344 ft²&&Garden view&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&,2.0,2.0,32.0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1754,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2757,10000097,Eastin Thana City Golf Resort Bangkok,"104 Moo 4, Bangna-Trad Hightway Km 14, Banghalong - Bangplee, Suvarnabhumi Airport, Bangkok, Thailand, 10540",4.0,7.0,Tesco Lotus Bangplee && 2.64 km ; Bang-cha-Loang-Nai Temple && 3.16 km ; The American School of Bangkok Bangna Campus && 3.16 km ; Green Valley Country Club && 3.45 km ; Bang Na Hospital && 3.97 km ; Hua Cheaw University && 4.07 km ; Wat Bang Pli Yai Nai && 4.66 km ; Wat Rat Nimit Sattha Tham && 4.87 km ; Lake Wood Golf club && 5.29 km ; Ramkhamhaeng University Bangna Campus && 5.46 km,Jim Thompson && 25.14 km ; Wat Saket && 27.45 km ; Khao San Road && 28.53 km ; Grand Palace && 28.75 km,8.0,Excellent,One Bedroom Suite,Free breakfast for 2 ;Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'Features': '1 king bed&&Room size: 96 m²/1033 ft²&&Garden view&&Balcony/terrace&&Non-smoking&&Shower&&Kitchenette&&Free Wi-Fi&&', 'Bed types': '1 king bed&&', 'Bathroom and toiletries': 'Bathrobes&&Hair dryer&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Alarm clock&&Blackout curtains&&Slippers&&Umbrella&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Complimentary tea&&Free bottled water&&Free instant coffee&&Microwave&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&High floor&&Laptop workspace&&Seating area&&Separate dining area&&Separate living room&&Sofa&&', 'Clothing and laundry': 'Closet&&Sewing kit&&', 'Safety and security features': 'In-room safe box&&'}",1 king bed&&Room size: 96 m²/1033 ft²&&Garden view&&Balcony/terrace&&Non-smoking&&Shower&&Kitchenette&&Free Wi-Fi&&,2.0,2.0,96.0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3219,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2758,10000097,Eastin Thana City Golf Resort Bangkok,"104 Moo 4, Bangna-Trad Hightway Km 14, Banghalong - Bangplee, Suvarnabhumi Airport, Bangkok, Thailand, 10540",4.0,7.0,Tesco Lotus Bangplee && 2.64 km ; Bang-cha-Loang-Nai Temple && 3.16 km ; The American School of Bangkok Bangna Campus && 3.16 km ; Green Valley Country Club && 3.45 km ; Bang Na Hospital && 3.97 km ; Hua Cheaw University && 4.07 km ; Wat Bang Pli Yai Nai && 4.66 km ; Wat Rat Nimit Sattha Tham && 4.87 km ; Lake Wood Golf club && 5.29 km ; Ramkhamhaeng University Bangna Campus && 5.46 km,Jim Thompson && 25.14 km ; Wat Saket && 27.45 km ; Khao San Road && 28.53 km ; Grand Palace && 28.75 km,8.0,Excellent,One Bedroom Suite,"Free breakfast for 2 ;Pay nothing until March 15, 2019 ;Free Wi-Fi ;Free cancellation before March 17, 2019 ;","{'Features': '1 king bed&&Room size: 96 m²/1033 ft²&&Garden view&&Balcony/terrace&&Non-smoking&&Shower&&Kitchenette&&Free Wi-Fi&&', 'Bed types': '1 king bed&&', 'Bathroom and toiletries': 'Bathrobes&&Hair dryer&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Alarm clock&&Blackout curtains&&Slippers&&Umbrella&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Complimentary tea&&Free bottled water&&Free instant coffee&&Microwave&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&High floor&&Laptop workspace&&Seating area&&Separate dining area&&Separate living room&&Sofa&&', 'Clothing and laundry': 'Closet&&Sewing kit&&', 'Safety and security features': 'In-room safe box&&'}",1 king bed&&Room size: 96 m²/1033 ft²&&Garden view&&Balcony/terrace&&Non-smoking&&Shower&&Kitchenette&&Free Wi-Fi&&,2.0,2.0,96.0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,4312,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2759,10000099,Parinda Hotel,"54 Sukhumvit Soi 4, Klongtoey, Sukhumvit, Bangkok, Thailand",4.0,7.6,Embassy of the Czech Republic && 240 m ; Nana Fashions && 420 m ; Embassy of Egypt && 430 m ; Uthai’s Gems && 430 m ; Venus Jewelry && 450 m ; Tailor On Ten && 460 m ; Masjid Indonesia && 480 m ; R and R Apparel International && 490 m ; ANS International Custom Tailors && 560 m ; Sin Bar && 570 m,Terminal 21 Shopping Mall && 950 m ; Central World && 1.77 km ; Jim Thompson && 2.96 km ; Yaowarat Road && 4.59 km ; Wat Saket && 5.29 km ; Asiatique - The Riverfront && 6.31 km ; Khao San Road && 6.37 km ; Wat Pho Temple && 6.5 km ; Wat Phra Kaew && 6.67 km ; Grand Palace && 6.72 km,8.6,Excellent,Deluxe City Room,"Pay nothing until March 13, 2019 ;Free Wi-Fi ;Free cancellation before March 15, 2019 ;","{'Guest ratings': '&&&&', 'Features': '1 king bed&&Room size: 36 m²/388 ft²&&City view&&Non-smoking&&Separate shower/bathtub&&Free Wi-Fi&&', 'Bed types': '1 king bed&&', 'Bathroom and toiletries': 'Hair dryer&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Telephone&&TV&&', 'Comforts': 'Air conditioning&&Alarm clock&&Slippers&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Free bottled water&&Free welcome drink&&', 'Layout and furnishings': 'Desk&&Sofa&&', 'Clothing and laundry': 'Closet&&', 'Safety and security features': 'Smoke detector&&'}",1 king bed&&Room size: 36 m²/388 ft²&&City view&&Non-smoking&&Separate shower/bathtub&&Free Wi-Fi&&,2.0,2.0,36.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1808,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2762,10000099,Parinda Hotel,"54 Sukhumvit Soi 4, Klongtoey, Sukhumvit, Bangkok, Thailand",4.0,7.6,Embassy of the Czech Republic && 240 m ; Nana Fashions && 420 m ; Embassy of Egypt && 430 m ; Uthai’s Gems && 430 m ; Venus Jewelry && 450 m ; Tailor On Ten && 460 m ; Masjid Indonesia && 480 m ; R and R Apparel International && 490 m ; ANS International Custom Tailors && 560 m ; Sin Bar && 570 m,Terminal 21 Shopping Mall && 950 m ; Central World && 1.77 km ; Jim Thompson && 2.96 km ; Yaowarat Road && 4.59 km ; Wat Saket && 5.29 km ; Asiatique - The Riverfront && 6.31 km ; Khao San Road && 6.37 km ; Wat Pho Temple && 6.5 km ; Wat Phra Kaew && 6.67 km ; Grand Palace && 6.72 km,8.6,Excellent,Deluxe Room (Room Only),"Pay at the hotel ;Free Wi-Fi ;Free cancellation before March 15, 2019 ;","{'Guest ratings': '&&&&', 'Features': '1 king bed&&Room size: 36 m²/388 ft²&&Non-smoking&&Separate shower/bathtub&&Free Wi-Fi&&', 'Bed types': '1 king bed&&', 'Bathroom and toiletries': 'Cleaning products&&Hair dryer&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Alarm clock&&Blackout curtains&&Slippers&&Wake-up service&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Free bottled water&&Free welcome drink&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Interconnecting room(s) available&&Sofa&&Wooden/parqueted flooring&&', 'Clothing and laundry': 'Closet&&Ironing facilities&&', 'Safety and security features': 'In-room safe box&&Smoke detector&&'}",1 king bed&&Room size: 36 m²/388 ft²&&Non-smoking&&Separate shower/bathtub&&Free Wi-Fi&&,2.0,2.0,36.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1584,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
